ID,Category,Difficulty,Question,ChoiceA,ChoiceB,ChoiceC,ChoiceD,CorrectIndex,Hint,Tags
271,生活,3,疲れ目対策で効果的なのは？,遠くを見る,画面を近づける,瞬きを減らす,暗くする,0,ピントをリセット,健康
272,生活,3,鍋の吹きこぼれを止めるアイテムは？,落し蓋,タオル,氷袋,木べら,0,麺類の調理に便利,料理
273,生活,3,すき間風を防ぐ効果的な方法は？,すき間テープ,照明変更,床を磨く,水をまく,0,冬の定番対策,生活
274,生活,3,ストレッチをする最適なタイミングは？,入浴後,食事前,寝起きすぐ,寒い場所,0,筋肉が温まっている時,健康
275,生活,1,油がはねやすい原因は？,水分,温度計,鍋の色,火力の名前,0,食材の水が飛ぶ,料理
276,生活,1,玄関の匂い対策で大事なのは？,靴を乾かす,水をまく,照明を強くする,床を冷やす,0,湿気は大敵,生活
277,生活,2,寝つきを良くするコツは？,部屋を暗く,音を大きく,運動禁止,冷房停止,0,メラトニンが働く,健康
278,生活,2,お弁当で傷みにくくする工夫は？,よく冷ます,多く詰める,甘味を増やす,油多め,0,夏場は特に必須,食品
279,生活,2,掃除の順番の基本は？,上から下,下から上,中央から周囲,外から中,0,ホコリは落ちるもの,家事
280,生活,3,家の電気代を下げるコツは？,待機電力を減らす,部屋を暑くする,全部LED除外,冷蔵庫を開け放つ,0,意外と大きい消費,生活
281,生活,1,冷たい水が歯にしみる原因は？,知覚過敏,血圧低下,虫歯ゼロ,食事量,0,エナメル質が弱っている可能性,健康
282,生活,1,料理で塩を入れすぎた時の対処は？,具材を増やす,火力を上げる,鍋を振る,水を減らす,0,味を薄めるのが基本,料理
283,生活,1,服が色あせる主な原因は？,日光,洗剤,湿度,風量,0,紫外線に注意,生活
284,生活,1,くつひもがほどけやすい理由は？,歩行の振動,靴の重さ,気温差,色による,0,足運びの衝撃で解ける,生活
285,生活,2,お米の研ぎすぎが良くない理由は？,うま味が抜ける,水が濁る,炊飯器が重くなる,米が増える,0,軽く研ぐだけでOK,料理
286,生活,2,電子レンジの加熱ムラを減らす方法は？,容器を回す,蓋を閉じる,氷を入れる,重石をのせる,0,位置を変えると均一に,家電
287,生活,2,冬の加湿のしすぎで起こりやすいことは？,結露,乾燥,色落ち,静電気増加,0,窓に水滴がつく原因に,生活
288,生活,2,野菜を洗う時に冷水が良い理由は？,シャキッとする,味が濃くなる,色が変わる,重くなる,0,鮮度を保ちやすい,食品
289,生活,2,鍋の焦げつきを防ぐ基本は？,弱火で加熱,常にかき混ぜない,油を入れない,蓋を固く閉める,0,とろ火が大事,料理
290,生活,2,使い捨て手袋が破れやすい原因は？,爪の長さ,気温,色,匂い,0,爪で引っかかる,衛生
291,生活,3,水道代を節約する方法として代表的なのは？,こまめに止める,熱湯を使う,蛇口を叩く,洗剤を増やす,0,小さな積み重ねが大事,生活
292,生活,3,朝に体が重く感じる原因は？,寝不足,塩分不足,食事量不足,光不足,0,生活リズムの乱れ,健康
293,生活,3,冷蔵庫に詰め込みすぎると？,冷えが悪くなる,音が小さくなる,寿命が倍になる,電気代が0になる,0,風の流れが弱まる,家電
294,生活,3,スマホ画面が汚れやすい理由は？,指の皮脂,湿度,光量,電波,0,毎日触る場所だから,生活
295,生活,3,雨の日に洗濯物が乾きにくい最大の理由は？,湿度の高さ,洗剤の種類,部屋の色,風向き,0,空気中の水分が多い,生活
296,生活,1,台所のスポンジが黒ずむ原因は？,菌と汚れ,油不足,光不足,風邪,0,こまめに交換を,家事
297,生活,1,暑い日に氷の飲み物が飲みすぎ注意な理由は？,内臓が冷える,味が薄い,軽くなる,音がする,0,体の働きが鈍る,健康
298,生活,2,シーツの洗濯頻度の目安は？,週1,月1,年1,毎日,0,寝汗が多いから,衛生
299,生活,2,食器を早く乾かすコツは？,立てて置く,重ねる,布で覆う,温める,0,空気に触れさせる,家事
300,生活,2,財布がパンパンになる原因で多いのは？,レシート放置,お金が多すぎる,気温,柄,0,意外と溜まりやすい,生活
301,理科,1,水を加熱すると最初に起こる変化は？,温度上昇,固まる,色が付く,軽くなる,0,お湯になる前段階,状態変化
302,理科,1,太陽の光を反射して見える天体は？,月,火星,木星,北極星,0,夜空で一番大きく見える,天体
303,理科,1,磁石のN極とS極を近づけるとどうなる？,引き合う,離れる,回る,消える,0,異なる極は作用する,磁石
304,理科,1,雲ができる原因は？,水蒸気の冷却,太陽の爆発,音の振動,空気の色,0,気温と水分の関係,天気
305,理科,2,光が水に入ると曲がる現象は？,屈折,反射,散乱,増幅,0,ストローが曲がって見える理由,光
306,理科,2,呼吸で体内に取り込む気体は？,酸素,窒素,二酸化炭素,ヘリウム,0,体のエネルギーに必要,生物
307,理科,2,地震の揺れの大きさを示す指標は？,震度,天度,温度,風度,0,日本でよく使う尺度,地学
308,理科,2,金属が熱で膨らむことを何という？,熱膨張,熱縮小,冷収縮,温変化,0,気温変化で橋にも影響,物質
309,理科,2,実験で液体の量を正確に測る道具は？,メスシリンダー,双眼鏡,ハンドル,ろ紙,0,透明で目盛りがある,実験
310,理科,2,動物の体温がほぼ一定なのは？,恒温動物,積極動物,均一動物,安定動物,0,人間もこの仲間,生物
311,理科,3,空気中で最も多い気体は？,窒素,酸素,水蒸気,二酸化炭素,0,約78%を占める,大気
312,理科,3,水が固体になる温度を何という？,氷点,冷点,白点,凍度,0,0℃付近で起こる,状態変化
313,理科,3,太陽エネルギーが地球に伝わる方法は？,放射,伝導,対流,衝撃,0,宇宙空間でも届く,エネルギー
314,理科,3,血液の中で酸素を運ぶ成分は？,赤血球,白血球,血小板,リンパ液,0,色の元にもなる成分,生物
315,理科,3,地球の自転により1日ができる理由は？,回転している,傾いている,縮んでいる,太陽を吸収,0,昼と夜ができる原因,地学
316,理科,1,食塩水を加熱すると残るのは？,塩,水,砂,鉄,0,溶けていた物質だけが残る,溶解
317,理科,1,植物が光を使って行う働きは？,光合成,反射,結露,蒸発,0,酸素を作る仕組み,植物
318,理科,2,振り子の周期を変える主な要因は？,紐の長さ,重さ,色,材質,0,長いほどゆっくり揺れる,物理
319,理科,2,気圧が低いと起こりやすい天気は？,雨,晴れ,雪,乾燥,0,低気圧は湿りがち,天気
320,理科,3,生物の分類で昆虫の特徴は？,脚6本,脚4本,脚2本,脚8本,0,アリやチョウもこの仲間,生物
321,理科,1,冷たい空気はどう動きやすい？,下に行く,上に行く,止まる,広がる,0,密度が高いから,気象
322,理科,1,乾電池の＋と−を逆につなぐと？,動かない,光る,音が出る,熱くなる,0,向きを正しく,電気
323,理科,1,水をこぼすと広がる理由は？,表面張力,音の反射,摩擦増加,光の屈折,0,液体の性質,物質
324,理科,1,氷は水よりどうなる？,軽い,重い,硬さ同じ,温度高い,0,浮く理由にも関係,状態変化
325,理科,2,鉄がさびる条件として必要なのは？,酸素と水,高温,音,磁力,0,湿気で進む,化学
326,理科,2,太陽の位置が一番高くなるのは何時ごろ？,正午,9時,15時,夕方,0,影が一番短い時間,天体
327,理科,2,電球が光る理由は？,電流が流れる,風が当たる,音が通る,水が入る,0,発熱も起きる,電気
328,理科,2,植物の根が伸びる理由は？,水を求める,光を求める,音を求める,熱を求める,0,成長のため,植物
329,理科,2,地層が横に重なって見える理由は？,堆積,爆発,摩擦,反射,0,砂や泥が積もる,地学
330,理科,2,音の大きさは何で決まる？,振幅,色,電圧,磁力,0,波の高さが関係,音
331,理科,3,温室効果ガスとして代表的なのは？,二酸化炭素,酸素,ヘリウム,アルゴン,0,地球温暖化の原因,化学
332,理科,3,金属の熱伝導が良い理由は？,電子が動く,空気が多い,水分が多い,光る性質,0,熱が伝わりやすい性質,物理
333,理科,3,地震のP波の特徴は？,最初に届く,一番遅い,角度が変わる,特定地域だけ,0,縦揺れとも呼ばれる,地学
334,理科,3,遺伝の情報を持つ物質は？,DNA,水,酸素,脂肪,0,細胞の核にある,生物
335,理科,3,反射鏡で光が集まる場所を何という？,焦点,極点,中心点,開点,0,望遠鏡にも使われる,光
336,理科,1,水が蒸発しやすい条件は？,気温が高い,気温が低い,暗い場所,静かな場所,0,夏の洗濯物が早い理由,気象
337,理科,1,昆虫の体は何つに分かれる？,3つ,2つ,4つ,1つ,0,頭・胸・腹,生物
338,理科,1,太陽はどの方向から昇る？,東,西,南,北,0,毎日同じ,天体
339,理科,2,植物が水を吸い上げる仕組みは？,蒸散,反射,酸化,発光,0,葉から水が逃げる作用,植物
340,理科,3,地球の年齢は約どれくらい？,46億年,5万年,1000億年,15億年,0,地質学の定説,地学
341,理科,1,水の沸点は標準気圧で何度？,100℃,90℃,80℃,120℃,0,一番よく知られている温度,状態変化
342,理科,1,月が光って見える理由は？,太陽光の反射,自分で光る,火山の光,電気,0,光源は太陽,天体
343,理科,1,てこの原理で力が小さくて済むのは？,支点が近い,支点が遠い,棒が短い,重さ一定,0,ハサミもこのしくみ,物理
344,理科,1,葉が緑色に見えるのは何があるから？,葉緑体,油分,鉄分,水分,0,植物特有の器官,植物
345,理科,2,磁石が鉄を引きつける力を何という？,磁力,重力,風力,張力,0,地球にも関係,磁石
346,理科,2,石灰石の主成分は？,炭酸カルシウム,酸化鉄,塩化ナトリウム,シリコン,0,白い岩石に多い,化学
347,理科,2,深海に行くほど水圧はどうなる？,強くなる,弱くなる,変わらない,壊れる,0,深さと比例する,物理
348,理科,2,雨が降るのは雲の中で何が起きた時？,水滴が大きくなる,温度が上がる,色が変わる,音が出る,0,重くなると落ちる,気象
349,理科,2,ろ過で使う道具は？,ろ紙,電池,試験管,磁石,0,紙でこす作業,実験
350,理科,2,生物の分類でクモは何類？,節足動物,昆虫,両生類,哺乳類,0,脚が8本ある仲間,生物
351,理科,3,音が速く伝わるのはどれ？,固体,液体,気体,真空,0,粒子が密なほど伝わる,音
352,理科,3,星が瞬いて見える理由は？,大気の揺らぎ,星の震え,太陽の反射,温度変化,0,地球側の現象,天体
353,理科,3,地球の公転により生じるのは？,四季,雨,地震,火山,0,1年の変化につながる,地学
354,理科,3,化学反応で物質が熱を出す反応は？,発熱反応,吸熱反応,中立反応,拡散反応,0,燃焼もその一つ,化学
355,理科,3,植物が根から吸収する主な栄養素は？,窒素・リン・カリ,酸素・炭素・鉄,水素・炭素・金,油・塩・糖,0,三大要素と呼ばれる,植物
356,理科,1,気温が低いと物はどうなりやすい？,縮む,伸びる,発光する,軽くなる,0,金属も同じ性質,物理
357,理科,1,水は固体・液体・気体すべてに変わる物質を何という？,三態変化,三体変化,三方向変化,三重変化,0,理科で必ず出る用語,状態変化
358,理科,2,地球の中心部分の名称は？,核,殻,皮,心,0,温度は非常に高い,地学
359,理科,2,空気中の水蒸気が冷えて水滴になる現象は？,凝結,沸騰,昇華,融解,0,窓ガラスでも起きる,気象
360,理科,3,光の速さに最も近いのは？,約30万km/s,約3万km/s,約1千km/s,約100km/s,0,宇宙最大レベルの速さ,光
361,理科,1,水が氷になると体積はどう変化する？,増える,減る,同じ,消える,0,珍しい性質をもつ物質,状態変化
362,理科,1,星が昼に見えない理由は？,太陽の光が強い,星が隠れる,音が吸収される,風が吹く,0,空の明るさが圧倒的,天体
363,理科,1,空気を温めるとどうなる？,軽くなる,重くなる,固まる,変わらない,0,上昇気流の原因,物理
364,理科,1,光が進む最も速い場所は？,真空,水中,空気,ガラス,0,宇宙空間で最速,光
365,理科,2,川の水が曲がりながら流れる理由は？,浸食,圧力,反射,分解,0,土地が削られていく,地学
366,理科,2,植物の葉の裏にある小さな穴の名前は？,気孔,空孔,水孔,塩孔,0,ガス交換を行う部分,植物
367,理科,2,太陽系で最も大きい惑星は？,木星,土星,天王星,金星,0,巨大なガス惑星,天体
368,理科,2,鉄の粉と硫黄を混ぜて加熱するとできる物質は？,硫化鉄,硫酸,酸化鉄,硫黄鉄,0,化学反応の代表例,化学
369,理科,2,蒸発しやすい液体の特徴は？,沸点が低い,色が濃い,重い,泡が多い,0,常温でも気体になりやすい,物質
370,理科,2,地球の地殻の下にある層は？,マントル,核,地表,帯水層,0,地球の内部構造の一部,地学
371,理科,3,光が反射して物が見えるときの角度関係は？,入射角=反射角,入射角＜反射角,入射角＞反射角,関係ない,0,鏡でよく使う法則,光
372,理科,3,植物の根が重力方向に伸びる性質は？,屈地性,屈光性,屈水性,屈温性,0,根と茎で方向が逆,植物
373,理科,3,電流が流れる時に発生する周りの力は？,磁界,風,光,圧力,0,モーターの原理にもなる,電気
374,理科,3,太陽の表面温度は約どれくらい？,6000℃,60℃,600℃,6万℃,0,黒体放射で推定される,天体
375,理科,3,火山が噴火すると何が形成されることが多い？,火砕流,水蒸気雲,断層,氷河,0,非常に危険な現象,地学
376,理科,1,気圧が高いと天気はどうなりやすい？,晴れ,雨,風強い,雷鳴る,0,下降気流が働くため,気象
377,理科,1,水溶液の濃さを変えるには？,溶質か水を増減,温度固定,振る,光を当てる,0,割合を調整する,化学
378,理科,2,体を動かしたときに熱が出る主な理由は？,筋肉の活動,摩擦音,血の色,水蒸気,0,エネルギー消費が熱になる,生物
379,理科,2,月の満ち欠けは何が原因？,太陽と月の位置関係,自転速度,反射音,風,0,見え方が変わるだけ,天体
380,理科,3,金属を加熱すると多くの場合どのように変化する？,膨張する,縮む,色が消える,音が止まる,0,温度と体積の関係,物質
381,理科,1,地球の表面の多くを占めるのは？,海,山,氷,砂漠,0,約7割を占める,地学
382,理科,1,呼吸で吐き出す主な気体は？,二酸化炭素,酸素,窒素,ヘリウム,0,体内で使われた後の気体,生物
383,理科,1,空気を冷やすとどうなる？,縮む,膨らむ,発光する,固まる,0,密度が変化する,物理
384,理科,1,水は何度で氷になる？,0℃,10℃,50℃,100℃,0,最も基本的な温度,状態変化
385,理科,2,月食はどんなときに起こる？,地球の影に入る,月が爆発する,太陽が消える,雲が覆う,0,満月のときに起きる現象,天体
386,理科,2,気圧が低いと空気はどうなる？,上昇する,下降する,固まる,伸びる,0,天気が崩れやすい理由,気象
387,理科,2,植物が日中に行う主な働きは？,光合成,呼吸のみ,発光,蒸発のみ,0,酸素を生み出す働き,植物
388,理科,2,電流が流れるために必要なものは？,回路,音,火,光,0,ぐるっと一周つながる必要がある,電気
389,理科,2,気象で「湿度」が高いと何が起こりやすい？,結露,乾燥,伸縮,発火,0,窓に水滴がつく原因,気象
390,理科,2,金属を曲げたときに「元に戻りにくい」性質は？,塑性,弾性,磁性,導電,0,加工しやすい理由,物質
391,理科,3,化石はどのような環境で残りやすい？,土に埋もれる,光を当てる,火で温める,乾かす,0,長期間保存される条件,地学
392,理科,3,物質が液体から気体へ変わると体積はどうなる？,大きくなる,小さくなる,変わらない,消える,0,沸騰でも起こる変化,状態変化
393,理科,3,金星が明るく見える理由は？,濃い雲が反射,自ら光る,地球に近いから,温度が低いから,0,「明けの明星」とも呼ばれる,天体
394,理科,3,酸素が多いほどよく起こる現象は？,燃焼,発光,蒸発,凍結,0,火が強くなる条件,化学
395,理科,3,地球の「自転軸」が傾いているために起こるのは？,四季,潮の満ち引き,地震,雷,0,季節の変化の原因,地学
396,理科,1,氷が浮く理由は？,密度が小さい,色が白い,音を出す,形が丸い,0,水より軽いという性質,物質
397,理科,1,空気中の水蒸気が冷えて白く見えるものは？,雲,雪,塩,鉄,0,空に浮かぶ白いかたまり,気象
398,理科,2,音が出るしくみは？,振動,光反射,摩擦,温度変化,0,スピーカーにも応用される,音
399,理科,2,地球が太陽の周りを1周するのにかかる時間は？,約1年,約1日,約1か月,約10年,0,公転の周期,天体
400,理科,3,イオン結合が起こるのはどんな粒子同士？,陽イオンと陰イオン,水素同士,中性子同士,電子と中性子,0,電気的な引力で結びつく,化学
401,歴史,1,縄文時代の特徴的な土器は？,縄文土器,弥生土器,須恵器,陶磁器,0,模様が多いのが特徴,日本史
402,歴史,1,古代エジプトの王を何と呼ぶ？,ファラオ,皇帝,王侯,チーフ,0,ピラミッドで有名,世界史
403,歴史,1,古代ローマが発達させた建築物は？,水道橋,石造船,木造寺院,土塁砦,0,半円アーチが特徴,世界史
404,歴史,1,平安時代に作られた日本最古の物語は？,竹取物語,源氏物語,枕草子,今昔物語,0,かぐや姫の物語,日本史
405,歴史,2,武士の社会が始まった時代は？,鎌倉時代,江戸時代,室町時代,奈良時代,0,源頼朝が初代将軍,日本史
406,歴史,2,シルクロードが結んだのはどんな地域？,東西の交易路,北極と南極,海底と陸地,農地と都市,0,文化交流の道,世界史
407,歴史,2,戦国時代の城下町が発達した理由は？,商人が集まった,火山が噴いた,海が広がった,道が消えた,0,政治と経済の中心だった,日本史
408,歴史,2,産業革命が最初に起きた国は？,イギリス,アメリカ,ドイツ,フランス,0,18世紀後半の大転換期,世界史
409,歴史,2,江戸時代の参勤交代の目的は？,大名の統制,税の増加,戦の準備,宗教行事,0,江戸と国元を往復させた制度,日本史
410,歴史,2,明治維新の中心となった人物が多い藩は？,薩摩と長州,紀伊と水戸,土佐と常陸,越後と庄内,0,倒幕運動の中心地,日本史
411,歴史,3,アテネの政治制度として有名なのは？,民主政,専制,軍制,長老制,0,市民が政治に参加した,世界史
412,歴史,3,中世ヨーロッパで力を持った身分は？,騎士,農奴,商人,工匠,0,封建制度時代に活躍,世界史
413,歴史,3,蒙古襲来の際に日本を守ったとされる自然現象は？,暴風雨,地震,噴火,干ばつ,0,「神風」と呼ばれた,日本史
414,歴史,3,江戸時代に庶民文化が発達した理由は？,平和が続いた,戦争が多かった,人口が減った,食糧不足,0,安定した時期だった,日本史
415,歴史,3,ルネサンスが始まった都市は？,フィレンツェ,パリ,ロンドン,ベルリン,0,芸術と学問の復興運動,世界史
416,歴史,1,中国の史書『三国志』に登場する時代は？,後漢末期,唐の初期,明の中期,宋の終わり,0,群雄割拠の時代,世界史
417,歴史,1,江戸時代に広まった読み物は？,浮世草子,軍記物語,祝詞,能楽集,0,町人文化の代表,日本史
418,歴史,2,琉球王国が栄えた理由は？,中継貿易,金山,火山資源,寒冷地,0,アジアの海上交易の中心だった,日本史
419,歴史,2,ヨーロッパで中世末期に流行した疫病は？,ペスト,マラリア,赤痢,結核,0,人口が激減した大災害,世界史
420,歴史,2,第一次世界大戦のきっかけとなった事件は？,サラエボ事件,ローマの崩壊,万里の長城完成,スペイン内乱,0,オーストリア皇太子が暗殺された,世界史
421,歴史,1,弥生時代に広まった代表的な農作物は？,稲,麦,芋,豆,0,水田が作られ始めた,日本史
422,歴史,1,古代ギリシャで開かれた競技大会は？,オリンピア競技,ローマ大会,ライン大会,パルテノン杯,0,現代五輪の元になった,世界史
423,歴史,1,飛鳥時代の仏教文化で有名な寺院は？,法隆寺,金閣寺,平等院,清水寺,0,世界最古級の木造建築,日本史
424,歴史,1,中世ヨーロッパで農民が仕えていた領主制度は？,封建制度,共和制度,連邦制度,属州制度,0,騎士と農民の関係が特徴,世界史
425,歴史,2,奈良時代に作られた国の歴史書は？,日本書紀,古事記,風土記,続日本紀,0,国家編纂の正史,日本史
426,歴史,2,イスラム教の聖地として有名な都市は？,メッカ,ローマ,カイロ,ロンドン,0,巡礼の地として知られる,世界史
427,歴史,2,室町時代の将軍が住んだ建物は？,花の御所,聚楽第,二条城,江戸城,0,京都にあった御所,日本史
428,歴史,2,フランス革命のスローガンは？,自由・平等・友愛,愛・平和・勇気,団結・進歩・未来,光・誇り・栄光,0,18世紀の大改革,世界史
429,歴史,2,豊臣秀吉が全国の土地を調べた政策は？,太閤検地,秣場検査,御蔵整理,蔵米制度,0,石高を決めるために実施,日本史
430,歴史,2,アメリカ独立宣言が採択された年は？,1776年,1492年,1812年,1920年,0,建国の象徴的な年,世界史
431,歴史,3,古代中国で始まった学問・政治の中心思想は？,儒教,神道,道教,密教,0,孔子の教え,世界史
432,歴史,3,源平合戦で源氏側の中心人物は？,源義経,平清盛,平知盛,木曽義仲,0,壇ノ浦で活躍した武将,日本史
433,歴史,3,ルターが宗教改革を始めた理由は？,免罪符批判,王の圧政,疫病対策,金不足,0,教会の腐敗が背景,世界史
434,歴史,3,鎌倉幕府の実権を握ったのは？,北条氏,足利氏,藤原氏,島津氏,0,執権政治を行った,日本史
435,歴史,3,第一次世界大戦後に作られた国際平和機関は？,国際連盟,国際連合,欧州会議,世界評議会,0,国連の前身,世界史
436,歴史,1,江戸時代の貨幣制度で使われた通貨は？,金・銀・銭,紙幣のみ,米貨だけ,銅貨のみ,0,三貨制度と呼ばれた,日本史
437,歴史,1,縄文時代の人々が住んだ家の形は？,竪穴住居,高床倉庫,長屋,平屋門,0,土を掘って作った住居,日本史
438,歴史,2,古代ローマの娯楽施設として有名なものは？,コロッセオ,カテドラル,バベル塔,ピサ塔,0,剣闘士競技で知られる,世界史
439,歴史,2,江戸の町で発達した出版文化は？,浮世絵,蒔絵,木簡,漆紙,0,錦絵として庶民に人気,日本史
440,歴史,3,ナポレオンがロシア遠征で苦戦した最大の理由は？,寒さ,食料,地震,疫病,0,「冬将軍」と呼ばれる環境,世界史
441,歴史,1,弥生時代に使われた代表的な金属は？,青銅,鉄,銀,鉛,0,銅とスズの合金,日本史
442,歴史,1,古代メソポタミアで使われた文字は？,楔形文字,象形文字,仮名文字,線文字,0,粘土板に刻まれた,世界史
443,歴史,1,卑弥呼が治めた国は？,邪馬台国,百済,新羅,大和国,0,魏志倭人伝に登場,日本史
444,歴史,1,中世ヨーロッパの騎士が守った精神は？,騎士道,武士道,商人道,農民道,0,貴族社会の倫理,世界史
445,歴史,2,仏教が日本に伝わったのはどの時代？,飛鳥時代,弥生時代,江戸時代,鎌倉時代,0,6世紀ごろに伝来,日本史
446,歴史,2,アステカ文明が栄えた場所は？,メキシコ,インド,エジプト,スペイン,0,ピラミッドで有名,世界史
447,歴史,2,平安時代の政権で力を持った一族は？,藤原氏,北条氏,源氏,島津氏,0,摂関政治の中心,日本史
448,歴史,2,産業革命で主に使われたエネルギー源は？,蒸気機関,風力,水車,石臼,0,機械化の原動力,世界史
449,歴史,2,江戸幕府を開いた人物は？,徳川家康,豊臣秀吉,織田信長,源頼朝,0,1603年に成立,日本史
450,歴史,2,ロシア革命で成立した国家は？,ソビエト連邦,オスマン帝国,ナポリ王国,満洲国,0,20世紀前半の大事件,世界史
451,歴史,3,平清盛が行った対外政策は？,日宋貿易,日韓同盟,日米条約,日仏交易,0,宋との交易で大きな利益,日本史
452,歴史,3,十字軍の目的は？,聖地奪還,国家統一,海洋探索,芸術振興,0,中世ヨーロッパの宗教戦争,世界史
453,歴史,3,応仁の乱が起こった原因は？,将軍家の後継争い,寺の火災,倉庫の破壊,疫病流行,0,戦国時代のきっかけ,日本史
454,歴史,3,黒死病が中世ヨーロッパに与えた影響は？,人口激減,貨幣消失,海面上昇,地震多発,0,社会が大混乱した,世界史
455,歴史,3,明治政府が近代化のために行った政策は？,富国強兵,海上封鎖,国内孤立,農村解体,0,軍事と産業を強化,日本史
456,歴史,1,古墳時代の代表的な墓の形は？,前方後円墳,四角形墳,円柱墳,長方墳,0,鍵穴の形に見える,日本史
457,歴史,1,ローマ帝国の象徴的な道は？,ローマ街道,黄金街路,石畳ロード,元老院通り,0,軍や商業に利用,世界史
458,歴史,2,鎌倉時代に武士が従った道徳観は？,武士道,唐風道,朱子道,善義道,0,義と忠を重んじた,日本史
459,歴史,2,中国で最初に紙を発明した王朝は？,後漢,唐,宋,明,0,蔡倫が改良したとされる,世界史
460,歴史,3,大航海時代が始まった最大の目的は？,アジアへの新航路,宗教対立,寒冷化,人口増,0,香辛料を求めた海の冒険,世界史
461,歴史,1,中国の古代王朝で最初に始まったとされるのは？,夏,殷,周,秦,0,伝説的な王朝,世界史
462,歴史,1,江戸時代に庶民の教育を担った施設は？,寺子屋,藩校,大学寮,書院,0,読み書きそろばん,日本史
463,歴史,1,古代エジプトで崇拝された動物は？,猫,犬,牛,馬,0,神の使いとされた,世界史
464,歴史,1,中世日本の武士の住まいは？,館,長屋,天守,高床,0,豪族の拠点,日本史
465,歴史,2,唐の都として栄えた都市は？,長安,西安,洛陽,杭州,0,国際都市として繁栄,世界史
466,歴史,2,平安時代の貴族文化で重んじられたのは？,和歌,武術,農耕,鍛冶,0,雅な文化,日本史
467,歴史,2,ルネサンス期に活躍した芸術家は？,レオナルド・ダ・ヴィンチ,バッハ,ニュートン,ナポレオン,0,万能の天才と呼ばれる,世界史
468,歴史,2,日本の江戸幕府が鎖国を進めた主な目的は？,治安の安定,食料確保,寒冷対策,水不足対策,0,外国勢力を抑えるため,日本史
469,歴史,2,古代インドで生まれた宗教は？,仏教,キリスト教,イスラム教,儒教,0,釈迦の教えが広まった,世界史
470,歴史,2,安土桃山時代に建てられた特徴的な建築物は？,天守閣,竪穴住居,高床倉庫,合掌造り,0,城の象徴,日本史
471,歴史,3,フランス革命後に皇帝となった人物は？,ナポレオン,シャルル,ルイ14世,クロムウェル,0,19世紀初頭の英雄,世界史
472,歴史,3,日本が近代国家を目指すきっかけとなった出来事は？,黒船来航,蒙古襲来,大塩の乱,島原の乱,0,1853年の大事件,日本史
473,歴史,3,第一次世界大戦で主に使われた戦術は？,塹壕戦,海賊戦,空挺奇襲,地下攻撃,0,消耗戦が続いた,世界史
474,歴史,3,江戸時代後期に農民一揆が増えた理由は？,飢饉,軍拡,地震,疫病,0,米の収穫が減少,日本史
475,歴史,3,アメリカ南北戦争の主な争点は？,奴隷制,宗教対立,国境問題,海洋権益,0,北部と南部の対立,世界史
476,歴史,1,古代ギリシャの代表的な建物は？,パルテノン神殿,コロッセオ,タジマハル,万里の長城,0,アテネの象徴,世界史
477,歴史,1,江戸の町で火事が多かった原因は？,木造建築,海風,湿地帯,石造が少ない,0,延焼しやすかった,日本史
478,歴史,2,ローマ帝国がヨーロッパに残したものは？,道路網,漢字,油絵,木彫,0,軍や交易を支えた,世界史
479,歴史,2,鎌倉幕府を滅ぼした勢力は？,後醍醐天皇側,北条氏,島津氏,新田氏のみ,0,建武の新政へつながる,日本史
480,歴史,3,第二次世界大戦後に世界が東西に分裂した理由は？,冷戦,宗教統一,貨幣改革,疫病の拡大,0,アメリカとソ連の対立,世界史
481,歴史,1,古代中国で紙・火薬・印刷と並ぶ四大発明の1つは？,羅針盤,鉄砲,温度計,時計,0,航海に必須の道具,世界史
482,歴史,1,古墳時代に使われた甲冑の素材は？,鉄,木,革,金,0,防御力の高い金属,日本史
483,歴史,1,アステカ文明が滅んだ原因は？,スペインの侵略,大地震,飢饉,内戦,0,コルテスの遠征軍,世界史
484,歴史,1,江戸時代に幕府の政治を補佐した役職は？,老中,評定番,軍監,書生,0,重臣たちによる政治,日本史
485,歴史,2,仏教の開祖とされる人物は？,ガウタマ・シッダールタ,孔子,ソクラテス,アショーカ,0,悟りを開いた人物,世界史
486,歴史,2,平安京が置かれた現在の都市は？,京都,奈良,大阪,盛岡,0,長く日本の中心だった,日本史
487,歴史,2,中国の秦を統一した皇帝は？,始皇帝,劉邦,武則天,康熙帝,0,万里の長城の整備でも有名,世界史
488,歴史,2,室町時代に広まった庶民の娯楽は？,茶の湯,歌舞伎,能楽,囲碁だけ,0,足利義政らが愛した文化,日本史
489,歴史,2,アメリカの独立運動で指導者となった人物は？,ジョージ・ワシントン,リンカーン,メッテルニヒ,ルソー,0,初代大統領にもなる,世界史
490,歴史,2,江戸時代に物価や流通を管理した役所は？,勘定所,寺社奉行,評定所,普請方,0,財政を担当した部署,日本史
491,歴史,3,ルネサンスが広まった背景にある経済力の源は？,商業の発展,農業の縮小,軍事の停滞,疫病の流行,0,富が文化を支えた,世界史
492,歴史,3,幕末に日本を開国させた条約は？,日米和親条約,日米安全条約,ヴェルサイユ条約,下関条約,0,1854年に締結,日本史
493,歴史,3,第一次世界大戦中に広まった新兵器は？,戦車,水車,熱気球,帆船,0,戦場の形を変えた兵器,世界史
494,歴史,3,関ヶ原の戦いで勝利したのは誰？,徳川家康,石田三成,織田信雄,伊達政宗,0,江戸幕府成立のきっかけ,日本史
